,bridge,name,date,reviews,stars,lng,lat
142,경대칠성,대구 삼성 창조 캠퍼스,2019-12,분수가 있어 더위를 식혀주고 다양한 식당들이 있어 좋다 편의점도 있고 또 떡볶이집도있어 가까워 완벽함,5,128.59528590000002,35.8841042
143,경대칠성,대구 삼성 창조 캠퍼스,2019-12,미래형 대구의 모델이 되었으면 학니다,1,128.59528590000002,35.8841042
144,경대칠성,대구 삼성 창조 캠퍼스,2019-12,주말에 이벤트를 많이열어서 좋음,5,128.59528590000002,35.8841042
145,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"다양한 문화공간, 공연등 즐길거리가 아주 많아요~~~",5,128.59528590000002,35.8841042
146,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"산책하기도 좋고 맛있는식당, 카페도 많아서 좋아요",5,128.59528590000002,35.8841042
147,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"주차가 매우 편리함.
도심에 이만한 대형주차장 없음.
청소년층과 중장년층에 맞는 메뉴의 식당이 고르게 있음.",1,128.59528590000002,35.8841042
148,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"여름철 지금 딱 너무덥지도않을때 밤에 삼성창조캠퍼스가서 맥주한잔, 식당가에서 밥먹고 돌아다니며 배꺼뜨린후 후식먹기도 딱좋은곳",5,128.59528590000002,35.8841042
149,경대칠성,대구 삼성 창조 캠퍼스,2019-12,식사나 모임장소로 적합하고 밴취가있어 휴식하기도 좋아요~,3,128.59528590000002,35.8841042
150,경대칠성,대구 삼성 창조 캠퍼스,2019-12,먹을게많아요 저녁에 걷기좋아요 가끔공연도 합니다,5,128.59528590000002,35.8841042
151,경대칠성,대구 삼성 창조 캠퍼스,2019-12,애들 델꼬 시간때우기엔 좋아요,4,128.59528590000002,35.8841042
152,경대칠성,대구 삼성 창조 캠퍼스,2019-12,그늘피할때가 잘없음 여기식당들 대체적으로맛있고 주차공간많음,5,128.59528590000002,35.8841042
153,경대칠성,대구 삼성 창조 캠퍼스,2019-12,주변에 산다면 느긋하게 산책하기 좋은 곳,4,128.59528590000002,35.8841042
154,경대칠성,대구 삼성 창조 캠퍼스,2017-12,분위기도 좋구 먹거리도 많구~ 산책하기도 좋다 ㅎㅎㅎ,5,128.59528590000002,35.8841042
155,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"스타트업을 위한 센터.
예전 삼성 공장이 있던 부지라 그런가 삼성이름이 들어갔는데 그건 맘에안듬.",3,128.59528590000002,35.8841042
156,경대칠성,대구 삼성 창조 캠퍼스,2019-12,너무 조경이 좋고 이쁘네유,5,128.59528590000002,35.8841042
157,경대칠성,대구 삼성 창조 캠퍼스,2019-12,좋아요 ~ 그냥 먹으러가기나 애키우는사람들  산책하러가기 좋아요,5,128.59528590000002,35.8841042
158,경대칠성,대구 삼성 창조 캠퍼스,2019-12,유아부터 초등저학년 아이들이 많고 식당가 중심에 유아놀이터가 있고 공간이 넓어서 아이들 놀기 좋아요~,4,128.59528590000002,35.8841042
159,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"주차공간이넓고음식집들이많다.하지만공연을가끔할때시끄럽고어린아이들한테킥보드자전거등등타지말라는명령를하지않으면서도초등학생들중학생들한테는킥보드,자전거등등타지못하게한다",3,128.59528590000002,35.8841042
160,경대칠성,대구 삼성 창조 캠퍼스,2019-12,편안한 마음으로 쉬기 좋음,4,128.59528590000002,35.8841042
161,경대칠성,대구 삼성 창조 캠퍼스,2019-12,비지니스 하기좋은곳,4,128.59528590000002,35.8841042
162,경대칠성,대구 삼성 창조 캠퍼스,2019-12,이것저것 있어서 편리,3,128.59528590000002,35.8841042
163,경대칠성,대구 삼성 창조 캠퍼스,2018-12,쇼핑하기도다양한 카페가 많은 창조경제단지,3,128.59528590000002,35.8841042
164,경대칠성,대구 삼성 창조 캠퍼스,2019-12,이것저것 머꼬 마시고 공방에..,3,128.59528590000002,35.8841042
165,경대칠성,대구 삼성 창조 캠퍼스,2019-12,산책하기좋아요 깨끗하고 애기들 진짜많음 최근에 강아지 출입금지되어서 없음 좀 시끄러운편,5,128.59528590000002,35.8841042
166,경대칠성,대구 삼성 창조 캠퍼스,2018-12,요즘 아주 핫핫곳임 먹고 놀고 쉴수있는곳임,5,128.59528590000002,35.8841042
167,경대칠성,대구 삼성 창조 캠퍼스,2019-12,애들 놀리고 밥먹기 좋은,4,128.59528590000002,35.8841042
168,경대칠성,대구 삼성 창조 캠퍼스,2019-12,상징적인 공간에 더 많은 상식이 깃들길...,3,128.59528590000002,35.8841042
169,경대칠성,대구 삼성 창조 캠퍼스,2019-12,음 우리나러의발전의 흔적과 현재의  모습이 공존,4,128.59528590000002,35.8841042
170,경대칠성,대구 삼성 창조 캠퍼스,2019-12,"서문시장  명가수선.
왼벽하게 수선해줘요 ㅎ",5,128.59528590000002,35.8841042
171,경대칠성,대구 삼성 창조 캠퍼스,2017-12,볼거리가많아요ㅡ 창업준비하는 사람들에게 도움이 많이될거같아여,4,128.59528590000002,35.8841042
172,경대칠성,대구 삼성 창조 캠퍼스,2019-12,좋아요,5,128.59528590000002,35.8841042
173,경대칠성,대구 삼성 창조 캠퍼스,2019-12,집근처라서 좋음,5,128.59528590000002,35.8841042
