,name,date,reviews,stars,lng,lat,cate1,cate2
13,국채보상운동기념공원,2017-11,"대구 중심가의 쉴수 잇는 공원입니다 대구 중앙로의 복잡함을 잠시나마 벗어 나서 쉴 수있는 공간입니다
대구 법원 과 중아 도서관으로 사용 되던 건물을 헐고 시민의 휴식공간인 녹지를 만들어서
대구시 중심가의 오아시스가 되었습니다",4,128.60275,35.869007,자연적,테마공원
14,국채보상운동기념공원,2017-04,"대구 시내! 대구시내 인근에 있어서 근처에 갈때는 한번씩 들려요!
산책도 하고 군것질거리도 사들구 가서 먹고~",2,128.60275,35.869007,자연적,테마공원
15,국채보상운동기념공원,2017-02,조용하고 한적한 곳 시끌벅적한 도심 속에 자리잡은 작지만 역사적 의미가 넘치는 국체보상공원. 공원 여기저기 사람들이 편하게 쉬면서 한가로이 주말을 즐기는 모습이 인상적이었음.,4,128.60275,35.869007,자연적,테마공원
16,국채보상운동기념공원,2017-07,"시내에서 산책하기 좋은 곳? 옆에 228공원 보다는 크다.
볼거리는 없다, 활성화 시키려는지 최근에는 주말마다 무슨 행사를 하는 것 같다.
옆에 경대 병원 인근에 밥집이 많다.
제야의 종 행사때에 타종을 친다는 것 말고는(요즘도 치나?) 모르겠다.",3,128.60275,35.869007,자연적,테마공원
17,국채보상운동기념공원,2017-07,"역사적 기념공원임과 동시에 대구시에 각종행사와 이벤트들이 여기서 많이 열린다. 국채보상공기념공원은 역사적 기념 장소이며, 과거 대구여고의 자리였다. 도심한가운데 편안한 휴식처이며, 대구시에서 각종 이벤트와 행사가 주말마다 열린다. 동성로쇼핑을 즐기고 잠시 한가하게 여유를 찾으려면 이곳을 추천한다. 또한 국채보상운동기념관에서는 체험도 함께 할 수 있어서 가족들과 즐기기에 좋은곳이다. 근처에 유명한 커피1번가. 스타벅스 등의 맛있는 로컬카페와 브랜드 카페도 함께 하고 있다. 하나더 붙이면 한국은행 1층에도 박물관이 있어 관련된 자료를 공부하기에 좋다.",4,128.60275,35.869007,자연적,테마공원
18,국채보상운동기념공원,2017-03,홍매화 보러 다녀왔어요 드디어 찾아온 봄... 뜻깊은 국채보상공원에서 봄의 시작을 알리는 홍매화를 보고 왔어요 ... 봄을 느끼고 싶으신분들 국채보상공원으로 가보세요~~,5,128.60275,35.869007,자연적,테마공원
19,국채보상운동기념공원,2016-07,"그냥 평범한 공원 겸 번화가 산책하기에는 좋아요 교통도 편리하고
근처에 먹을 곳도 많아서 대구 사람들의 데이트 코스입니다
그래도 여름 낮에는 어마어마하게 덥습니다
아 그냥 대구는 무조건 다 더운거같아",4,128.60275,35.869007,자연적,테마공원
20,국채보상운동기념공원,2016-05,좋습니다. 도심속에서 역사적인 공간을 만날 수 있어서 좋습니다. 의미 있는 장소인 공원에서 산책을 하며 휴식을 취하기에도 좋습니다,4,128.60275,35.869007,자연적,테마공원
21,국채보상운동기념공원,2016-05,공원도 좋지만 주변에 먹을게 많아서.. 중앙로 근처라 커피 마시면서 갔어요. 호젓하게.. 좋더라구요. 거기에 엽서 쓰는 곳도 있고 크지는 않았지만 저녁에 시원해서 좋았어요,4,128.60275,35.869007,자연적,테마공원
22,국채보상운동기념공원,2016-05,공원 좋아요 ㅎ 국채보상로라는 큰길에 위치해있어서 접근성이 좋습니다. 동성로도 근처라서 동성로와 묶어서 놀기에 좋네요. 밤에는 조명도 나름 켜줘서 야경도 좋고 산책하기에 좋습니다.,4,128.60275,35.869007,자연적,테마공원
23,국채보상운동기념공원,2016-04,"국채보상기념공원 대구시내에 위치핸 시민들을 위한 공원.
이 곳에서 처음 국채보상운동이 발발했기 때문에 기념하여 지은 명칭으로서, 이 곳에 국채보상운동기록 세계문화유산등재운동 본부가 있다.
벚꽃이 심어져 있어서, 봄에 특히 산책이 하기 좋다.",5,128.60275,35.869007,자연적,테마공원
24,국채보상운동기념공원,2018-05,"국채 보상 운동 기념 공원. 국채 보상 운동 기념 공원.
내부에는 운동 기념관이 있습니다.
일본이 한국을 식민지로 만들기 위해 부채를 강탈 한 일본 통치 시대에 부채 보상 운동이 열렸습니다. . . 이 상황에서 서상돈은이 운동을 제안했다. 그 후 그것은 한국 전역에 퍼졌습니다. 비슷한 움직임이 최근 IMF 시대의 1996 년 한국에서 일어났습니다. 우리는 위기를 극복하기 위해 금 모임 (Gold Gathering) 운동을했습니다. . . 그래서 한국 역사에 대한 우연한 사고는 아닙니다. . . . 이 홀에서 볼 수 있습니다. . .",4,128.60275,35.869007,자연적,테마공원
25,국채보상운동기념공원,2018-01,"섣달 그믐 날에 이곳이 될 곳입니다. 대구 시내 한복판에 위치한이 공원은 많은 콘서트가 열리는 곳으로 박물관도 있습니다. 새해 전야에 불꽃 놀이를 볼 수있는 장소가되고, 옛날 벨을 보내어 새해를 보내고 새로운 것을 환영합니다.",5,128.60275,35.869007,자연적,테마공원
26,꽃보라동산,2019-12,벗꽃이 이뻐용^^,5,128.599724,35.890022,자연적,근린공원
27,꽃보라동산,2019-12,봄철 벚꽃이 만개 했을때 구경하기 딱 좋다. 그 외에는 별로다.,3,128.599724,35.890022,자연적,근린공원
28,꽃보라동산,2019-12,다른 공원에 비해 식재한 것이 자연스럽다 보니 공감이 많이 갔다,5,128.599724,35.890022,자연적,근린공원
29,꽃보라동산,2019-12,벚꽃  피고 1주일이면  꽃이  다 떨어져서  별다른  재미가  없다,3,128.599724,35.890022,자연적,근린공원
30,꽃보라동산,2019-12,저녁 노을 질때 구름다리에서 신천바라보는 풍경이 좋다!,5,128.599724,35.890022,자연적,근린공원
31,꽃보라동산,2019-12,구)도청 길건너편이로 걸으며 데이트하기 좋은곳이라 연인들이 주로 많고 벛꽃필때 사진찍으러 많이옴.,4,128.599724,35.890022,자연적,근린공원
32,꽃보라동산,2019-12,벚꽃이 만개했을 때는 절경입니다.,4,128.599724,35.890022,자연적,근린공원
33,꽃보라동산,2019-12,산책붐에는.벗꽃이조이요휴식공간시원해요,5,128.599724,35.890022,자연적,근린공원
34,꽃보라동산,2019-12,봄의 기분을 느낄수 있는 곳입니다.,4,128.599724,35.890022,자연적,근린공원
35,꽃보라동산,2018-12,부담없이 가기 좋음. 나중에 벛꽃 보고픔,5,128.599724,35.890022,자연적,근린공원
36,꽃보라동산,2019-12,벚꽃으로 유명!!주차는경북도청에 하면됩니다,5,128.599724,35.890022,자연적,근린공원
37,꽃보라동산,2019-12,벚꽃보러 꽃보라동산으로 놀러오세요,3,128.599724,35.890022,자연적,근린공원
38,꽃보라동산,2019-12,경치가 좋아서  신났어요,5,128.599724,35.890022,자연적,근린공원
39,꽃보라동산,2019-12,가족과 함께 벗꽃구경,4,128.599724,35.890022,자연적,근린공원
40,꽃보라동산,2019-12,커플이 가기 좋아요.,5,128.599724,35.890022,자연적,근린공원
41,꽃보라동산,2019-12,벚꽃보러 사람들 많이 옵니다,3,128.599724,35.890022,자연적,근린공원
42,꽃보라동산,2019-12,좋아요 나손향,3,128.599724,35.890022,자연적,근린공원
43,꽃보라동산,2019-12,벚꽃필때 너무 이뻐요,4,128.599724,35.890022,자연적,근린공원
44,꽃보라동산,2019-12,벚꽃이 너무 좋아요.,5,128.599724,35.890022,자연적,근린공원
45,꽃보라동산,2019-12,이쁘네요,5,128.599724,35.890022,자연적,근린공원
46,꽃보라동산,2019-12,자전거 도로와 운동하며 쉬여가는 장소 입니다,5,128.599724,35.890022,자연적,근린공원
47,꽃보라동산,2019-12,"꽃보라동산, 벚꽃시즌 쵝오",5,128.599724,35.890022,자연적,근린공원
48,꽃보라동산,2019-12,봄에 꽃배경으로 아이 사진찍어줬어요~~,3,128.599724,35.890022,자연적,근린공원
49,꽃보라동산,2019-12,첫음 가본곳인데  괸찬은것같아요,4,128.599724,35.890022,자연적,근린공원
50,꽃보라동산,2020-12,"봄되면 벚꽃피어 멀리 진해를 가지 않아도
봄을  만끽할수 있는  곳이다",5,128.599724,35.890022,자연적,근린공원
51,꽃보라동산,2019-12,벚꽃이피면아름다운곳.사진찍기좋은곳.연인들데이트장소로추천,4,128.599724,35.890022,자연적,근린공원
52,꽃보라동산,2019-12,가볍게 운동하러 가기 좋아요,4,128.599724,35.890022,자연적,근린공원
53,꽃보라동산,2019-12,사람들이 많아 사진찍기는힘들지만 벚꽃 지기전에 가보는것도괞찮네요.^^,5,128.599724,35.890022,자연적,근린공원
54,꽃보라동산,2019-12,바람이 부니 꽃잎이 흩날리더이다. 왜 꽃보라 동산인지 알것 같았습니다~~,4,128.599724,35.890022,자연적,근린공원
55,꽃보라동산,2019-12,"방문일자는 03.23일
날씨가 급 흐려져 벚꽃나무를 못찍었지만.
만개는 담주부터 일듯.
주차장은 현수막에도 안내되어있듯이 건너편
대구시청별관 이용가능함.

벚꽃나무 밑에서 돗자리펴고 도시락먹던 여자들이 있던데 가능한가봄..만개하고 날씨까지 좋으면 완벽할 듯
하지만 규모는 크지않음.",3,128.599724,35.890022,자연적,근린공원
56,꽃보라동산,2019-12,여름이 되면 벛꽃이 많이 피고 맑은 공기가 좋아요,5,128.599724,35.890022,자연적,근린공원
57,꽃보라동산,2020-12,주자공간이 없고 사고날 위험이 많음,2,128.599724,35.890022,자연적,근린공원
58,꽃보라동산,2019-12,벚꽃 엔딩 19. 4. 13,3,128.599724,35.890022,자연적,근린공원
59,꽃보라동산,2020-12,벚꽃피면 가볼만한곳,3,128.599724,35.890022,자연적,근린공원
60,꽃보라동산,2019-12,공원이 갈수록 이뻐지고 있는게 내년이 더 기대됩니다.,4,128.599724,35.890022,자연적,근린공원
61,꽃보라동산,2019-12,바람이 불어  추웠지만 벚꽃 넘 이쁘다,5,128.599724,35.890022,자연적,근린공원
62,꽃보라동산,2019-12,벚꽃피면 한번가보면 좋은곳 길이 정비많이되어있고 사진찍기좋은 나지막한 나무좋았어요,4,128.599724,35.890022,자연적,근린공원
63,꽃보라동산,2019-12,"대구 벚꽃의 시작~
지금 절정!!!
+ 1년 만에 다시 찾아온 꽃보라동산, 상춘객들로 난리부르스~
주차는 시청 별관 주차장에~",5,128.599724,35.890022,자연적,근린공원
64,꽃보라동산,2019-12,벚꽃이 폈을 땐 사진 찍기 좋은 장소예요.,4,128.599724,35.890022,자연적,근린공원
65,꽃보라동산,2019-12,벚꽃 보러 와서 너무 예뻐요~♡,5,128.599724,35.890022,자연적,근린공원
66,꽃보라동산,2019-12,대구북구청 주관 벚꽃 음악회(가야금병창) 참 좋았어요.,5,128.599724,35.890022,자연적,근린공원
67,꽃보라동산,2019-12,"(Google 번역 제공) 산책을하기에 좋은 곳입니다.

(원문)
It's a nice place to have a walk.",4,128.599724,35.890022,자연적,근린공원
68,꽃보라동산,2020-12,"(Google 번역 제공) 자연을 느끼고 꽃을 볼 수있는 좋은 장소. 당신은 아름다운 경치를 보면서 당신의 lonliness를 죽일 수 있습니다. 일몰 동안과 그 후에 방문하여 다른 색상으로 아름답게 배열 된 조명을 좋아할 것을 권장합니다.

(원문)
A nice place to feel the nature and see flower. You can kill your lonliness here by seeing at the…",4,128.599724,35.890022,자연적,근린공원
69,꽃보라동산,2020-12,"(Google 번역 제공) 산책하기 좋은 곳. 특히 벚꽃 시즌에는 아름답습니다!

(원문)
Nice place to take a walk. Especially beautiful during cherry blossom season!",5,128.599724,35.890022,자연적,근린공원
70,꽃보라동산,2019-12,도청교,3,128.599724,35.890022,자연적,근린공원
71,꽃보라동산,2019-12,좋아요,4,128.599724,35.890022,자연적,근린공원
72,꽃보라동산,2019-12,지밓어요,5,128.599724,35.890022,자연적,근린공원
73,꽃보라동산,2019-12,벗꽃,4,128.599724,35.890022,자연적,근린공원
74,꽃보라동산,2019-12,이게뭐여?,1,128.599724,35.890022,자연적,근린공원
75,꽃보라동산,2019-12,좋아요,5,128.599724,35.890022,자연적,근린공원
76,꽃보라동산,2019-12,좋다...,5,128.599724,35.890022,자연적,근린공원
77,꽃보라동산,2019-12,꽃  이쁘  사람도많이오고,3,128.599724,35.890022,자연적,근린공원
78,꽃보라동산,2020-12,좋아요!!!,5,128.599724,35.890022,자연적,근린공원
79,꽃보라동산,2019-12,벚꽃이 아름다워,5,128.599724,35.890022,자연적,근린공원
80,꽃보라동산,2019-12,봄 벚꽃명소,3,128.599724,35.890022,자연적,근린공원
81,꽃보라동산,2019-12,개나리 동산. 지금이얏!,4,128.599724,35.890022,자연적,근린공원
82,꽃보라동산,2019-12,정말 강추!!,5,128.599724,35.890022,자연적,근린공원
83,꽃보라동산,2019-12,어릴때 놀던 곳,5,128.599724,35.890022,자연적,근린공원
84,꽃보라동산,2019-12,벚꽃철에만 갈만하다,4,128.599724,35.890022,자연적,근린공원
85,꽃보라동산,2019-12,벚꽃은 역시 꽃보라동산!,4,128.599724,35.890022,자연적,근린공원
86,꽃보라동산,2019-12,도심속에 정원같은 포토존,4,128.599724,35.890022,자연적,근린공원
87,꽃보라동산,2019-12,이쁘요  벗꽃이  오늘  아님다떨어질것,4,128.599724,35.890022,자연적,근린공원
88,꽃보라동산,2019-12,벚꽃이 좋아요,4,128.599724,35.890022,자연적,근린공원
89,꽃보라동산,2019-12,헐 이곳이 이름이 있던곳이었구나...,2,128.599724,35.890022,자연적,근린공원
90,꽃보라동산,2019-12,추억의 장소,5,128.599724,35.890022,자연적,근린공원
91,꽃보라동산,2020-12,그저그런데요,5,128.599724,35.890022,자연적,근린공원
92,꽃보라동산,2019-12,꽃이 많을때 가면 좋을거같네요 ^0^,4,128.599724,35.890022,자연적,근린공원
93,꽃보라동산,2019-12,생각보다 작음,3,128.599724,35.890022,자연적,근린공원
94,꽃보라동산,2019-12,연중 가는곳이고 대구 시민들에게 로멘스와 청춘들에게 사랑의 서약을 할수있는 좋은 공간인거 같습니다.,5,128.599724,35.890022,자연적,근린공원
95,꽃보라동산,2019-12,꽃보라 동산은 연인들의 데이트  장소로 도심속에 있어서 접근이  용이하고 봄이면 벗꽃이  흐드러지게 핍니다,4,128.599724,35.890022,자연적,근린공원
96,꽃보라동산,2019-12,화장실과 공원 관리가 안되어 조금 아쉽네요,3,128.599724,35.890022,자연적,근린공원
97,꽃보라동산,2019-12,벚꽃보러가세요,5,128.599724,35.890022,자연적,근린공원
98,꽃보라동산,2019-12,벚꽃 지금 만개했습니다 이동네 주민들 다나온거같네요 포토존엔 사람이 바글바글 조명이랑 이런거 설치해둬서 벚꽃이 더 예쁘게보이네요,5,128.599724,35.890022,자연적,근린공원
99,꽃보라동산,2020-12,간단히 산책하기 좋아요,4,128.599724,35.890022,자연적,근린공원
100,꽃보라동산,2020-12,"다소 이른듯한 봄비가 내리는 사이로
신발이 젖도록 걸었다.
외투가 흠뻑 젖어도 좋겠다는 기분까지
발걸음이 가벼웠다.
뉴코로나 때문에 하나 둘뿐인 지나가는 사람들은 마스크로 입.코에 가리고  나무가지 사이에 맺힌 봄비 그가 오는 소리가 들린다.
모두가 무탈하게 만물이소생하는 봄비가 닥아 오는 모습을 더 기다려봅시다.
어떠합니까? 어린소년이 순수한 또한 소녀를 바라보는 기분입니다.",5,128.599724,35.890022,자연적,근린공원
101,꽃보라동산,2018-12,"벚꽃을 보기 좋습니다.
낮에는 피크닉하는 사람들이 많고 밤에는 조명이 켜져
예쁜 벚꽃을 볼 수 있습니다. 사진 찍을 다양한 조형물이 있습니다.",5,128.599724,35.890022,자연적,근린공원
102,꽃보라동산,2019-12,지나가면서 보기만하고 지나친 곳인데 짧은 산책에 좋은 곳이에요. 사진 찍기도 좋아요.,4,128.599724,35.890022,자연적,근린공원
103,꽃보라동산,2019-12,"구)도청 앞에 있어서 도청에 주차하고 걸어가면 된다
우린 꽃이 조금 떨어졌을때 가서 그렇지 꽃이 한창 필때 가면 좋을듯~생각보다 잘 꾸며 놓았고 야경도 멋질듯~내년엔 한창 필때 가야겠다~^^",4,128.599724,35.890022,자연적,근린공원
104,꽃보라동산,2019-12,작고 아담하지만 사진찍기 좋고 잠시 쉬어가는곳,4,128.599724,35.890022,자연적,근린공원
105,꽃보라동산,2019-12,컴퓨터반 어르신들과 꽃놀이 갔어요 주차는 시청별관에 하면 되어서 너무 좋아요,5,128.599724,35.890022,자연적,근린공원
106,꽃보라동산,2020-12,가을 분위가 물씬,1,128.599724,35.890022,자연적,근린공원
107,꽃보라동산,2020-12,가는 길에 예쁜 꽃들 보기 좋아요. 벚꽃철엔 벚꽃이 아주 아름답습니다.,5,128.599724,35.890022,자연적,근린공원
108,꽃보라동산,2020-12,"산책로  잘 만들어놔서  좋은데 좀 짧아요
구 경북도청, 현 시청별관 쪽에  주차해놓고  꽃보라동산갔는데
봄에  벛꽃만개했을때보단  그냥 시원한 푸르름만있음
빔ㅡ전동퀵보드 세우는데있어서  한두대 세워져있더라구요",5,128.599724,35.890022,자연적,근린공원
109,꽃보라동산,2020-12,벚꽃 핫플. 벚꽃 피는 시기에 사람들 정말 많은데 평소에는 사람들이 별로 없어서 가볍게 산책하기 좋은 작은 공원. 인기가 많아지면서 조형물들도 많이 생기고 관할 구청에서 신경을 많이 쓰고있는것 처럼 보입니다,5,128.599724,35.890022,자연적,근린공원
110,대현어린이공원,2017-12,여름에는 너무 뜨거움,3,128.61036,35.884379,자연적,공원
111,대현어린이공원,2018-12,풍경굿,5,128.61036,35.884379,자연적,공원
112,대현어린이공원,2017-12,밤에 지나가면 시비거는 술주정 아저씨 가끔 출몰,3,128.61036,35.884379,자연적,공원
113,대현어린이공원,2019-12,깔끔하고 좋았어요,4,128.61036,35.884379,자연적,공원
114,대현어린이공원,2018-12,비둘기 많음,3,128.61036,35.884379,자연적,공원
115,대현어린이공원,2019-12,어린이집,5,128.61036,35.884379,자연적,공원
116,대현어린이공원,2017-12,그네재밌어요,4,128.61036,35.884379,자연적,공원
117,대현어린이공원,2017-12,애들이 많아요,3,128.61036,35.884379,자연적,공원
118,대현어린이공원,2018-12,깨끗하고 한적해요,4,128.61036,35.884379,자연적,공원
119,대현어린이공원,2017-12,애들 놀기에 갠찮음,4,128.61036,35.884379,자연적,공원
120,대현어린이공원,2016-12,ㅅ,4,128.61036,35.884379,자연적,공원
121,대현어린이공원,2019-12,"(Google 번역 제공) 좋은 작은 공원.

(원문)
Nice little park.",5,128.61036,35.884379,자연적,공원
122,대현어린이공원,2019-12,"(Google 번역 제공) 아이들을 위해서만 작지만 아이들에게는 충분합니다. 당신이 그렇지 않다면 괜찮아요.

(원문)
Only for children, it is small but enough for children. If you are local then fine otherwise not.",5,128.61036,35.884379,자연적,공원
123,대현어린이공원,2017-12,"(Google 번역 제공) 지역 공동체 공원입니다. 공원에는 의자와 곡예 운동기구가 거의 설치되어 있지 않습니다. 아이들을위한 좋은 놀이 구역. 공원은 주거 지역과 몇몇 레스토랑으로 둘러싸여 있습니다.

(원문)
It's a local community park. Few chairs and acrobatic exercise machines are installed in park. Also nice play zone for kids. The park is surrounded by residential area and few restaurants.",3,128.61036,35.884379,자연적,공원
124,대현어린이공원,2017-12,"(Google 번역 제공) 아이들이 놀기에 충분한 공간과 장비를 제공합니다. 그러나 화장실은 없습니다.

(원문)
It provides sufficient space and equipment for the kids to play. But has no toilets.",4,128.61036,35.884379,자연적,공원
125,대현어린이공원,2018-12,"(Google 번역 제공) 이 장소는 장거리 트랙이 없으며 무료 공용 Wi-Fi 범위를 벗어납니다.

(원문)
This place lack long running tracks and is outside of the coverage of free public Wi-Fi's.",3,128.61036,35.884379,자연적,공원
126,대현어린이공원,2019-12,"(Google 번역 제공) 모두를위한 공공 공원

(원문)
Public park for everyone",5,128.61036,35.884379,자연적,공원
127,대현어린이공원,2019-12,"(Google 번역 제공) 우리 대학 .. 캠퍼스

(원문)
My University... Campus..",5,128.61036,35.884379,자연적,공원
128,대현어린이공원,2019-12,"(Google 번역 제공) 작다

(원문)
Its small",2,128.61036,35.884379,자연적,공원
129,대현어린이공원,2019-12,"(Google 번역 제공) 노는 아이들

(원문)
Kids playing",3,128.61036,35.884379,자연적,공원
130,대현어린이공원,2018-12,"(Google 번역 제공) 신나는 곳

(원문)
Exciting place",3,128.61036,35.884379,자연적,공원
131,대현어린이공원,2017-12,"(Google 번역 제공) 그냥 놀아

(원문)
It's just play ground",1,128.61036,35.884379,자연적,공원
132,대현어린이공원,2020-12,주택가에 있어서 좋긴합니다. 하지만 10분 정도만 더 가면 함지공원이 있습니다,5,128.61036,35.884379,자연적,공원
133,대현어린이공원,2019-12,아이들이 많다. 주변성당인지 교회에서 주기적인 무료 급식이 있는것같다.,5,128.61036,35.884379,자연적,공원
134,대현어린이공원,2019-12,금요일 오후나 토요일 오후가 되면 동네 꼬마친구들이 모여드는 놀이터 입니다 낮동안엔 어르신들의 휴식터로 저녁이면 꼬마친구들의 아지트가 되는 대현동 어린이공원이네요^^ 바로 앞에 슈퍼도 있고 입구에 파는 잉어빵도 엄청 맛나요^^,5,128.61036,35.884379,자연적,공원
135,대현어린이공원,2020-12,시원하고 좋아요.,5,128.61036,35.884379,자연적,공원
136,대현어린이공원,2020-12,어린이 공원이 아니라 노인 공원임 뭔 노인들이 이렇게 많은지,2,128.61036,35.884379,자연적,공원
137,대현어린이공원,2020-12,주택가에 위치한 근린공원~ 넓은공간에 조경도 잘꾸며읶어용~,5,128.61036,35.884379,자연적,공원
138,대현어린이공원,2020-12,"동네 속 공원임에도 조용하더군요^^
어느 꼬마가 먹다 버린 사탕 한 알로 동네 개미들이 잔치를 하길래
한참을 지켜보다 왔네요...
오랫만에 잠깐이나마 동심으로 돌아갔었던 듯...ㅎㅎ^^",3,128.61036,35.884379,자연적,공원
139,대현어린이공원,2020-12,운동하기 좋고 근처 맛집..가격도 싸요,5,128.61036,35.884379,자연적,공원
140,대현어린이공원,2020-12,"배드민턴장과 운동시설
아주 좋았습니다",5,128.61036,35.884379,자연적,공원
141,대현어린이공원,2020-12,어린이 공원이지만 어르신들이 더 많음. 메인 정자 빼고 밴치에 앉을 수는 있음,3,128.61036,35.884379,자연적,공원
142,대현어린이공원,2020-12,"어른 공원아닌가요
공원네 오토바이 들어오고
난잡한 쓰레기
내가 잘못알고 있는건가
어른 놀이터 라고",1,128.61036,35.884379,자연적,공원
143,대현어린이공원,2020-12,작은 놀이터인데 애들이 좋아함,4,128.61036,35.884379,자연적,공원
144,대현어린이공원,2020-12,화장실이 없어 그런지 어둑해지면 노상방뇨하는 사람이 꽤 있음,3,128.61036,35.884379,자연적,공원
145,대현어린이공원,2018-12,"꽤 넓은 공터(축구,야구..할수있는)와 놀이터가 있어 항상 아이들이 붐비는곳
그리고,가벼운 운동시설과 정자가 있어 어르신들이 항상 앉아계시는곳
손과입을 축일수 있는 수돗가도 있고,
버스를 개조한 작은도서관이 있어
아이들이 심심할땐 늘 찾는 곳이다.

다만, 화장실이 없어 난감할때가 있고
한여름 땡볕일땐 너무 덥다는 단점ㅜㅜㅜ
정자엔 늘 어르신들이 풀이라 앉을수 없다는점^^;",4,128.61036,35.884379,자연적,공원
146,대현어린이공원,2019-12,쉬어갈만함,4,128.61036,35.884379,자연적,공원
147,대현어린이공원,2019-12,한적하니 좋음.,5,128.61036,35.884379,자연적,공원
148,대현어린이공원,2018-12,아이들이 잘 놀수 있는 공간이 마련되어 있고 음식점도 있어 매우 좋다.,5,128.61036,35.884379,자연적,공원
149,대현어린이공원,2018-12,"도심가운데 있는 작은 휴식처예요
따로 가볼만한 곳은 전혀 아니예요",3,128.61036,35.884379,자연적,공원
150,대현어린이공원,2019-12,말할필요  없다,5,128.61036,35.884379,자연적,공원
151,대현어린이공원,2019-12,재밌긴한데 무섭다,3,128.61036,35.884379,자연적,공원
152,대현어린이공원,2018-12,예전에 물풍선 가지고 놀다가 혼남.그렇지만 정겨운 곳이다.,4,128.61036,35.884379,자연적,공원
153,대현어린이공원,2018-12,아이들 놀기에 좋은 장소이고 슈퍼도 옆에있어 편리해요,5,128.61036,35.884379,자연적,공원
154,대현어린이공원,2018-12,그냥 1칸짜리 공원이에요. 근처애들 놀기좋은정도,4,128.61036,35.884379,자연적,공원
155,대현어린이공원,2017-12,"놀이터가 있어서 아이들이 놀기좋으며~동네주민들이 산책이나
운동하기에 좋습니다.",4,128.61036,35.884379,자연적,공원
156,대현어린이공원,2017-12,놀이터 애들놀기좋음 벤치있어서 산책하고 쉬기좋음,4,128.61036,35.884379,자연적,공원
157,대현어린이공원,2017-12,경북대 쪽문 근처에있는 어린이 공원으로 햇살이 잘 들어오는 곳이다.,4,128.61036,35.884379,자연적,공원
158,대현어린이공원,2017-12,주택가 중심에 있는 멍때리기 좋은 곳,4,128.61036,35.884379,자연적,공원
159,대현어린이공원,2018-12,놀이터 그 이상 그 이하도 아님,3,128.61036,35.884379,자연적,공원
160,대현어린이공원,2018-12,"1. 놀기가 좋다.
2. 휴식 공간이 있다.",5,128.61036,35.884379,자연적,공원
161,대현어린이공원,2018-12,어린아이들로 북쩍입니다. 생기가 있죠~ 어루신들도 있어서 세대교감 공간이라고도 생각합니다.,4,128.61036,35.884379,자연적,공원
162,대현어린이공원,2017-12,동네 아이들이 놀기좋음,3,128.61036,35.884379,자연적,공원
163,대현어린이공원,2017-12,아이들이 놀기 좋다,5,128.61036,35.884379,자연적,공원
164,대구 삼성 창조 캠퍼스,2020-12,"맛있는 식당의 먹거리  대기업 삼성의 모태 대구 삼성상회 옛모습 , 제일모직 기숙사 동 등 다양한 볼거리가 있습니다. 창조경제혁신센터, 메이커스페이스에서 3D 프린터, 목공 메이커 체험도 즐길 수 있습니다",5,128.595286,35.884104,산업적,복합문화공간
