,name,date,reviews,stars,address,isforeigner
10,바라지레스트랑,2019년 9월,아주 좋고 저렴한 옵션 음식은 인도와 네팔 옵션 중에서 선택할 수 있습니다. Google지도 위치가 약간 떨어져 있으므로 식당을 찾을 때 가까이 둘러보세요. 서비스는 빠르고 친절합니다.,4.0,대구 중구 동성로 73 2층,1
11,바라지레스트랑,2019년 10월,대구에서 좋은 시험과 우수한 환대 호텔 근처의 발라지 레스토랑에 도착했을 때 놀랐습니다. 나는 따뜻한 환대와 좋은 맛을 발견했습니다. 원래 유기농 네팔 맛이 거기에서 찾을 수 있습니다.,5.0,대구 중구 동성로 73 2층,1
12,바라지레스트랑,2019년 10월,최고의 장소 지역 가격이 맛있는 네팔과 인도 음식을위한 최고의 장소. 좋은 서비스와 가정적인 환경. . .,5.0,대구 중구 동성로 73 2층,1
13,바라지레스트랑,2019년 8월,"최고의 장소 저렴한 가격, 좋은 환대 및 서비스와 대구에있을 때 머무를 수있는 최고의 장소가있는 맛있는 음식.",5.0,대구 중구 동성로 73 2층,1
14,바라지레스트랑,2018년 8월,"좋은 대구 변경 커리 좋은 커리, 이 레스토랑 몇 실행. 2 또는 4 인용 좋은 음식과 훌륭한 메뉴를 다룹니다. 치킨 티카 정말 맛있습니다. 대구 동안 화려한 인도 경우 추천합니다!",4.0,대구 중구 동성로 73 2층,1
15,바라지레스트랑,2018년 5월,생일 훌륭한 음식. 3명의 아이들이 1아내와 행복한. 우리는 치킨과 난과 같은 제 아내는 원인 많은 시간이 그들의 버터 커리 사랑한다. 마치 음식이 아니라 가족이나 꽤 저렴합니다. 모든 카레 훌륭합니다. 그리고 난도 좋았어요. 내 세 이상 어린이용 라씨를 음료는 가족 식사를 함께 좋아했습니다. 주인은 매우 좋았습니다.,5.0,대구 중구 동성로 73 2층,1
16,바라지레스트랑,2017년 7월,"우아한 식사 할 곳을 fooding 를 얻을 수 있는 신선한 음식을 먹을 수 있는, 제대로 준비 및 가격 대비 훌륭한 곳. 인도 네팔 음식을 좋아한다면 적극 추천 합니다. 역시 좋은 음식들을 같이 주 일 일요일.",5.0,대구 중구 동성로 73 2층,1
17,바라지레스트랑,2017년 3월,이 곳은 대구에서 인도 음식 하고 싶다면 이 곳을 이용해 대구에서 인도 요리. 네팔 사람이 운영하는 아주 친절하고 손님. 음식의 질은 높은 집과 메뉴 항목 도 괜찮았어요. 우리는 이곳에서 4일 동안 세 번 갔기 때문에.,4.0,대구 중구 동성로 73 2층,1
18,바라지레스트랑,2017년 4월,아주 좋은 음식과 훌륭한 서비스 좋은 인도 음식과 빠른 서비스. 직원들은 매우 신경 써 주었습니다. 비르야니 아주 성미 급한. 발라지 난이 맛있고 특별한.,5.0,대구 중구 동성로 73 2층,1
19,바라지레스트랑,2016년 12월,우수한 와우. 만족 합니다. 발라지 레스토랑 방문 할 그렇다면 음식 입니다. 양과 치킨 마살라 망고 lasi 비르야니 버터 낭.,5.0,대구 중구 동성로 73 2층,1
20,바라지레스트랑,2016년 2월,"좋은 곳, 하지만 좋은 길입니다. 좋은 리뷰에 이 식당에 갔다. 이 좋은 레스토랑 음식들이 괜찮았습니다. 나는 망고 라시, 사모, 그리고 양고기 카레 (이름이 정확히 안 난다). 좋은 곳, 좋은, 하지만 좋은. 하지만 나는 말할 수 있는 경우, 해당 (인도?) 카레 가게 지하에 부착되어 있는 롯데 백화점 대구역 이 라 좋았습니다.",3.0,대구 중구 동성로 73 2층,1
21,바라지레스트랑,2016년 2월,나는 여기에 해당 tanduri 최고의 대구 tanduri. 그는 나에게 너무 달콤하고 부드러운 버터 양고기 카레. 저는 맵 은 것보다는 한 번 사용해 보십시오. 서비스는 한국 말도 유창하지 않았지만 매우 빠른 영어. 어쨌든 간 가격 (파키스탄인 음식점 보다 저렴한 다른) 내 식사가 마음에 들었습니다. 하는 레스토랑이에요.,5.0,대구 중구 동성로 73 2층,1
22,바라지레스트랑,2016년 2월,"발라지 에 좋은 음식의 트립어드바이저에서 좋은 리뷰를 하기 때문에 이 식당에 갔다. 나는 나는 꽤 감동, 사랑스러운 음식, 휴식을 취하기 좋은 장소인 서비스입니다. 다른 분위기가 나는 걸 기대하진 않았지만 매우 편안했어요. 호텔을 찾고 계신다면 편안한 좋은 식당은 좋은 음식과 서비스는 이 호텔을 추천 하.",5.0,대구 중구 동성로 73 2층,1
23,바라지레스트랑,2016년 1월,위대한 인도 네팔 음식! 이 중 최고의 인도 레스토랑에 가봤어요. 그들의 네팔 음식 메뉴는 매우 좋습니다. 맛있는 모모 한 것을 추천한다. 하지 않을 수 있습니다.,5.0,대구 중구 동성로 73 2층,1
24,바라지레스트랑,2015년 10월,맛있는 음식 이 곳은 아주 좋은 음식이... 이는 다운 타운의 쇼핑 및 다른 많은 것들을 할 수 있는,4.0,대구 중구 동성로 73 2층,1
25,바라지레스트랑,2015년 9월,"인도 음식점 대부분의 음식이 맛있는 레스토랑도 아주 좋았습니다. 직원들은 매우 친절하고 친절합니다. 닭 요리를 주문했는데 beriani, 그리고 checken 마살라 cheken kadi. 모든 사람들이 잘 준비. 유일한 단점은 레스토랑을 찾을 수 있는 어려움. 그래서. 제가 전화로 (롯데 영프라자) 추천하는 레스토랑까지 데려다.",4.0,대구 중구 동성로 73 2층,1
26,바라지레스트랑,2015년 8월,"찾기, 가치 있는 시간 멋진 곳이었습니다! 나는 대구에서 2주 동안 이 곳에 제 목록을 파는 곳. 저는 한 5성급 수준의 음식과 서비스를 제공합니다. 저는 제가 먹을 만한 식당을 발라지 정규병! 이 사이트를 사용하지 않을 것입니다. Http 이동: // www. balajirestaurant. Com",5.0,대구 중구 동성로 73 2층,1
27,바라지레스트랑,2015년 8월,"맛있는 음식, 좋은 서비스 최고의 인도 음식 먹어본 것 이다. 직원들은 매우 친절하고 음식은 놀라웠습니다. 나는 이곳을 매우 추천 여행 / 대구에서 살고 있는 한.",5.0,대구 중구 동성로 73 2층,1
28,바라지레스트랑,2015년 7월,좋은 좋은 모든 빵을 먹을 수 없습니다. 사람들은 모든 것을 합리적인 가격. 꼭 다시 갈 것이다.,4.0,대구 중구 동성로 73 2층,1
29,바라지레스트랑,2015년 5월,"굉장한 음식을... 다양한 메뉴의 음식들. 우리가 주문한 요리가 맛이 정말 멋진 엽상체 및 인도 네팔 요리. 특히, 가족이나 친구들과 함께 파티를 하기에 완벽한 환경은...",5.0,대구 중구 동성로 73 2층,1
30,바라지레스트랑,,편안하고 맛있는 가장 마음에 드는 오래된 신사 들에게 정보를 제공합니다. 발라지 큐트식. 그는 매우 친절하고 친절합니다. 가정적인 분위기도 좋고 음식도 꽤 있습니다.,4.0,대구 중구 동성로 73 2층,1
31,바라지레스트랑,,맛있는! 네팔 이나 인도 레스토랑이 몇 번 있었는데 좋은 경험을 할 때마다 대구 시내. 맛있는 음식과 좋은 크기의 부분과 우수한 서비스가 주인인 네팔.,5.0,대구 중구 동성로 73 2층,1
32,바라지레스트랑,2015년 4월,발라지 에서 음식을 즐길 내 경우에. 왔었는데 두 배 이상의 1주일. 오늘날의. 새 요리사 다. 그 때마다 조용한 음식은 좋았습니다. 여기 왔을 때는 아주 음식 발라지.,5.0,대구 중구 동성로 73 2층,1
33,바라지레스트랑,2015년 4월,멋지 장소 이것은 매우 좋은 레스토랑. 슈퍼 푸드 함께 멋진 서비스. 이제 주말마다 오.... trivedi,5.0,대구 중구 동성로 73 2층,1
34,바라지레스트랑,2015년 3월,"전통 네팔 / 인도음식에 가장 좋은 곳은 대구에서. 이것이 하나의 전통 네팔 / 인도음식에 가장 좋은 곳은 대구에서, 대한민국. 음식은 메모리의 가정 요리 음식 맛. 우리는 온갖 메뉴 항목을 모두 정말 맛있었다. 음식도 맛있고 만 신선하고 맛있지만 싼 것. 추천하고 싶은 모든 본문에서 tatse dague 하는 전통의 이곳으로.",5.0,대구 중구 동성로 73 2층,1
35,바라지레스트랑,2015년 3월,"최고 음식 다양한 네팔 음식과 인도, 호텔 발라지. 음식도 정말 맛있고 괜찮은 음식과 cuatomer 서비스도 괜찮고. 나는 벌써 몇 가지 다른 곳에서 한국 음식 중 제일 이다. 저는 5/5 가족 / 친구 내 검토 및 추천 인도 나 네팔 요리 레스토랑인 시도 및.",5.0,대구 중구 동성로 73 2층,1
36,바라지레스트랑,2015년 2월,놀라운 식사 장소! 이건 정말 놀라운 장소를 찾는다면 인도 / 네팔 음식. 맛있는 음식과 훌륭한 고객 서비스 가격은 이보다 더 좋을 수 없다. 이 놀라운 곳. 나는 후회하지 않으실 것입니다.,5.0,대구 중구 동성로 73 2층,1
37,하이 타이,2019년 3월,"맛있게 태국음식을 즐길수 있는곳! 5시 정각 브레이크 타임이 풀리자마자 대기 10-20분 정도하다 먹었어요!\n팟씨유 팟타이 둘다 너무 입맛에 잘 맞았습니다^^\n공간은 협소하지만, 진짜 태국에 온 느낌이였구요!",5.0,대구 중구 공평로 53,0
38,하이 타이,2019년 2월,맛있어요!! 태국맥주마시며 음식먹으면 태국생각나요\n음식은 현지에서공수해온 향신료로 요리하시는거같아요.맛있어요 추천이요,5.0,대구 중구 공평로 53,0
39,하이 타이,2018년 10월,인기 많은 태국음식점 평일 저녁에 식사시간에 30분 남짓 대기후 먹을 수 있었어요\n외국인 손님들도 꽤있는걸로 봐서 보편적인 맛인 것 같아요\n저는 무슨 볶음밥이랑 똠양꿍 먹었는데 양도 괜찮은 편이었어요\n태국 여행때 먹었던 음식이랑 비교하면 현지맛이긴 한데 가격이 너무 비사고 내부가 비좁아요\n비좁은대로 나름 매력은 있습니다.\n갠적인 소견은\n맛 soso\n서비스 soso\n가격 bad,2.0,대구 중구 공평로 53,0
40,하이 타이,2018년 10월,"완전 맛난 타이요리~~^^ 방콕이 그리울때 가는식당..\n태국요리를 병형없이해서 넘좋아요.\n뭘 먹어도 맘에 들고 맛있는 집.\n특히 쏨땀, 모닝글로리 ,똠양꿍,바질덮밥은 즐겨먹는요리 예요~~~^^",5.0,대구 중구 공평로 53,0
41,하이 타이,2018년 4월,맛있는데 양이 적어요 맛있어서 몇 번 갔는데 둘이서 2개 시키면 늘 부족했어요. 3개 시켜야 맞나봅니다. 분위기도 좋고 친절해서 좋습니다. 하지만 양에 비해 가격이 비싸다는 생각이 들어요. 가격은 그대로 하고 양을 좀 늘려주면 자주 갈 것 같아요!,3.0,대구 중구 공평로 53,0
42,하이 타이,2018년 4월,대구에서 단연 타이음식은 이곳 작은 식당.\n그다지 빠르지 않은 음식 서빙 속도.\n슬로우 푸드\n전형적 현지식\n대구에서 타이음식은 단연 이곳.\n맛있음. 맥주랑 함께여야,5.0,대구 중구 공평로 53,0
43,하이 타이,2018년 8월,그냥 보통입니다 가격이 매우 비싸요\n맛도 그냥 그렇구요 한국인이 운영하지만 태국음식 맛은 많이 안나요\n똠양꿍은 그럭저럭 먹을만 하지만 다른 음식을 딱히 추천하지는 않습니다\n특히 모닝글로리 가격이 말도 안되게 비쌉니다.,2.0,대구 중구 공평로 53,0
44,하이 타이,2018년 6월,So..so. 맛집이라기 보다. 그냥 친구와 가볍게 갈수 있는 식당입니다.\n그러나 2번 가고 싶지는 않다는.\n음식맛이 너무 인스턴트음식 같다는.,2.0,대구 중구 공평로 53,0
45,하이 타이,2017년 12월,생각보다 보통이었어요 워낙 태국음식을 좋아해서~~ ㅜㅜ 집에서도 만들어 먹고 하는데\n명성만큼은 아닌듯 분위기도 좋고 한데~~ ㅜㅜ 우리나라에서 먹는 태국음식은 너무 비싼 것 같아요~~\n무난한 맛입니다,3.0,대구 중구 공평로 53,0
46,하이 타이,2017년 9월,"그냥 저냥... 작은 가게인데 줄서서 먹더라.\n한가한 시간대에 찾아 갔다.\n주방에 남2, 홀에 남1, 총 셋이서 운영 하는 모양.\n닭알러지 때문에 추천 하는건 못 먹고\n다른걸 먹었다.\n이색적인 음식을 경험(요즘에는 흔한가?)할 수 있어서 좋으나 가성비는 별로 좋지 않아 보인다.\n내 입맛에는 별로였다.",2.0,대구 중구 공평로 53,0
47,하이 타이,2017년 11월,항상 만석인 곳 동성로 중심에서 조금벗어나 있지만\n항상 사람들이 기다리고 있는 곳으로 장소는 협소함\n그래도 음식의 전반적인 맛은 있어요,4.0,대구 중구 공평로 53,0
48,하이 타이,2017년 10월,"태국 음식점 지나갈때마다 사람이 많아 방문한곳. 테이블이 얼마없어 가게 내부는 협소합니다. 다른 음식들은 그냥 보통이였는데, 똠양꿍이 정말 맛있었어요. 친구들과 데이트할때 방문하기 좋은 식당 입니다.",3.0,대구 중구 공평로 53,0
49,하이 타이,2017년 10월,작지만 강한 레스토랑 테이블 고작 5개 밖에 없습니다.\n그렇지만 항상 만석입니다.\n음식 매우 맛있습니다.\n진짜 태국 음식 제대로 맛 볼 수 있습니다.\n그리고 서비스 정신도 매우 훌륭합니다.\n대구 여행 가면 추천 드립니다~,5.0,대구 중구 공평로 53,0
50,하이 타이,2017년 4월,태국 음식 처음 먹어보는 엄마도 반한 맛! 팟타이 모닝글로리 똠양꿍!!!!!!!\n둘이 먹기에 조금 많은 양이었지만 태국 음식 처음 접하는 엄마를 위해 다 시켰어요.\n대구에 이런 곳이 있는줄 처음 알았는데 너무 좋네요. 재방문의사 100%입니다!,5.0,대구 중구 공평로 53,0
51,하이 타이,2017년 2월,특이한 음식을 먹고싶을때 특이한 음식을 먹고싶을때 한번쯤 가볼만합니다. 평일 오후였지만 자리가 꽉차있어 기다려서 먹었습니다. 태국에서 똠냥꿍을 먹어본적 없지만 이런맛이겠구나 하고 먹었습니다. 양은 좀 아쉬웠습니다.,3.0,대구 중구 공평로 53,0
52,하이 타이,2016년 9월,똠양꿍 팟타이 그린커리 그나마 로컬식인 태국식당입니다. 팟타이도 괜찮구요 똠양꿍도 조금 약하긴한데 맛있어요. 그린커리도 조금 약했구요! 그래도 굉장히 만족했습니다.\n또 가고싶네요,5.0,대구 중구 공평로 53,0
53,하이 타이,2016년 6월,"맛있음 팟씨유 똠양꿍 다 맛있었음\n아쉬운 점은 젓가락 담아 나오는 통?이 특에한데, 세척이 안 될것 같음..",4.0,대구 중구 공평로 53,0
54,하이 타이,2015년 9월,맛있습니다. 양이 적다는 평을 봤었는데 저는 괜찮았습니다. 팟타이 간이 좀 쎄다고 느낄 수 있으나 맛있었습니다. 인테리어도 동남아 분위기로 좋습니다.,4.0,대구 중구 공평로 53,0
55,하이 타이,2016년 4월,똠양꿍ㅎㅎㅎ 대구에서 똠양꿍을 현지식으로 먹을 수 있는지 몰랐어요~ 하이타이가 딱 그곳이더라구요~ 너무 맛있었습니다! 외국인들도 많이 오셔서 드시더라구요,5.0,대구 중구 공평로 53,0
56,하이 타이,2016년 5월,상당히 맛있는 로컬 태국음식점 가게는 상당히 조그만하고 테이블은 몇개 없어서 저녁땐 좀 기다리셔야 할수도 있습니다. 외국인 손님들이 상당히 많아요. 팟씨유랑 그린커리 시켰는데 정말 맛있어요. 태국에서 먹은 음식과 거의 퀄리티가 같다고 보면 될정도에요.,4.0,대구 중구 공평로 53,0
57,하이 타이,2016년 3월,맛있어요 대구에 괜찮은 태국요리점 방문했을때 작은테이블과 소박한느낌이 좋았습니다 대형화된 태국읍식점에는 제대로된 향신료의 느낌이 나지 않거든요~~^^ 사장님도 요리하시는분도 모두 친절하시고 메뉴 모두 평균이상의 맛이있습니다-~~^^ 향신료 들어간 음식을 잘 못먹는 지인들과 방문을 여러번했지만 커리도 팟타이도 똠양꿈까지도 맛있게 잘먹고 맥주도 시원하게 곁들이니 매우 만족스러워 식사였어요 태국음식먹고싶고 태국의 현지느낌을 받고싶을때 종종 들르는 곳입니다 .새우가 들어간 커리는 1인이 먹기엔 양이 많지만 2명이상 간다면 꼭 밥비벼드셔조시길 권해요 맥주한잔은 꼭 같이~~^^ ㅎㅎㅎ,5.0,대구 중구 공평로 53,0
58,하이 타이,2015년 9월,맛있어요. 맛있는 태국음식점이예요. 분위기도 좋구요. 음식도 맛있어요. 팟타이를 맛있게 먹었는데... 다른 음식도 괜찮은 편입니다.,4.0,대구 중구 공평로 53,0
59,하이 타이,2016년 2월,정통 태국 음식점 대구 시내에서 근무 하는 딸의 추천으로 태국 음식을 가장 잘 한다는 하이 타이로 갔다 저녁 6시 쯤 들어가니 한개의 테이블만 남아 기다리지 않고 주문 할 수 있었다 톰얌꿍과 밥 치킨 카레 볶은밥 치킨 팟타이 치킨을 시켰다 한 그릇에 만원 정도 하나 맛은 태국 본토 맛이다 보니 후회는 없다 톰얌꿍에 쌍차이를 얼마나 넣을 지 물어 보면서 얼큰하고 칼칼하고 토마토맛에 해물 맛이 일품인 스프에 밥을 먹으면서 카레 밥과 팟타이도 맛있었다\n먹고 빨리 기다리는 분들께 자리 내어 주려고 빨리 먹고 일어셨다 대구도 이제 국제도시가 될려나! 이런 레스토랑이 많이 생기면서~,5.0,대구 중구 공평로 53,0
60,하이 타이,2016년 1월,종종가요 외국인들사이에서 특히더인기. 가격이 저렴하진않아욤 ㅠㅠ 맛은 괜찮괜찮. 양이라도 쫌 더 많음 좋을듯,4.0,대구 중구 공평로 53,0
61,하이 타이,2015년 11월,"맛있는 태국음식점 동성로 주변에 위치해서 접근성 좋고, 가격대도 무난합니다.\n젊은 사장님 두분이서 운영하던데 전체적으로 나는 태국분위기도 좋고\n음식도 맛있고 창, 싱하 맥주도 있습니다!",5.0,대구 중구 공평로 53,0
62,하이 타이,2015년 10월,"기다려야 하지만 맛있어요 보통 식사 시간에 가면\n대기 시간이 있어서 조금 힘들지만\n정통 타이 음식을 먹을 수 있어서 좋고, 맛또한 우수합니다.\n팟타이와 게살볶음밥을 추천드립니다.\n가격도 좋습니다.",4.0,대구 중구 공평로 53,0
63,하이 타이,2015년 8월,작지만 맛있는곳 대구에 묘하게 타이음식점이 많지 않은데 꽤 맛있고 실하게 잘하는 곳이에요\n시간을 제대로 못맞추면 기다림의 압박이...ㄷㄷㄷ,5.0,대구 중구 공평로 53,0
64,하이 타이,2015년 9월,맛있는 태국요리 전문점 작은 가게입니다. 내부에 테이블이 많지 않아 앞에 웨이팅하는 분이 항상 있습니다. 최근에 많은 태국요리점이 생겼지만 특히 인기가 좋은 곳입니다. 음식도 맛이 있었으며 특히 그린 커리를 맛있게 먹었습니다.,4.0,대구 중구 공평로 53,0
65,하이 타이,2015년 9월,태국음식 맛있는 집. 작은 가게라 기다려야 함. 가게가 작아서 밖에서 대기하는 사람이 항상 있어요. 그런데 빨리 자리가 나서 오래 기다리진 않았어요. 친구는 그린커리 먹고 저는 팟타이 먹었는데 대구서 먹은 것 중에서는 제일 맛난 것 같아요. 담에 가서 다른 것도 먹어볼 계획입니다. 친구가 먹은 그린커리도 맛있다고 하더군요.,5.0,대구 중구 공평로 53,0
66,하이 타이,2015년 8월,"괜찬아요 되게 작은 가게인데 항상 앞에 웨이팅하는 사람이 앉아있길래 가본곳이에요. 오래 기다릴정도는 아니긴한테, 맛있기는 해요",4.0,대구 중구 공평로 53,0
67,하이 타이,2019년 5월,좋은 음식. 내부는 정말 작습니다. 훌륭한 음식. 좋은 서비스. 불만은 식당이 정말 작다는 것입니다. 식사를위한 몇 개의 테이블. 이른 저녁 식사를하는 것이 가장 좋으므로 테이블이 열릴 때까지 기다릴 필요가 없습니다.,5.0,대구 중구 공평로 53,1
68,하이 타이,2019년 11월,맛있는 음식 제공 작은 공간에서 맛있는 음식을 제공합니다! 정통하고 매우 맛있는이 작은 식당은 만족을 제공합니다.,5.0,대구 중구 공평로 53,1
69,하이 타이,2019년 6월,좋은 태국 음식 내가 그것에 관해 큰 것들을 들었 기 때문에 이곳을 체크 아웃하기로 결정했다. 나는 기뻤다. 그것은 실망시키지 않았다. 정통 맛!,5.0,대구 중구 공평로 53,1
70,하이 타이,2018년 5월,"외부에서 최고의 태국 음식 중 태국 나는 한국에서 맛있는 태국 음식을 찾을 것이라고 생각했습니다. 그 음식은 아주 다른 이 한 분위기는 - 작고 주인이 있는. 음식을 하는 요리사, 작지만 풍미의 타이 메뉴도 볼 수 있습니다.",5.0,대구 중구 공평로 53,1
71,하이 타이,2018년 5월,"훌륭한 작은 레스토랑 놀라운 음식, 사람이었음이, 친절한 직원 오셔서. 레스토랑은 대구의 작은 보석. 음식은 정말 맛있었습니다. 주인이 정기적으로 그의 메뉴 새로 고침 태국에 반환합니다. 간장에 칠리 치킨, 술 취한 누들 내 개인 즐겨찾기. 즐기세요! !",5.0,대구 중구 공평로 53,1
72,하이 타이,2018년 1월,"대구 최고의 타이 레스토랑 중 하나 가서 지난 주에 어머니와 함께. 주문한 똠양꿍 누들 수프, 그린 커리. 이 식당을 대구에서 태국 음식.",5.0,대구 중구 공평로 53,1
73,하이 타이,2017년 6월,"레스토랑 환영 저는 항상 같은 곳을 방문하는 친구, 친구 할 수. 오늘의 주문이 요, 절대적으로 맛있는 음식. 완벽하게 양념 안 매운 레코딩. 저는 항상 완벽하게 만족 을 더 좋아하지만.",5.0,대구 중구 공평로 53,1
74,하이 타이,2016년 11월,좋은 음식은 좋은 시간 정말 작고 독특한 레스토랑. 좋은 음식과 친절한 직원들. 태국은 대구 에서 최고.,4.0,대구 중구 공평로 53,1
75,하이 타이,2017년 3월,"훌륭한 음식, 멋진 경험 우리는 아주 작은 레스토랑의 5 이. 하지만 우리가 도착한 순간, 모든 것이 우리가 편안하게 보장! 음식도 너무 맛있었어요. 특히 아침에 즐길 수 있는 영광을. 우리는 모두 한국 최고의 태국 음식을!",5.0,대구 중구 공평로 53,1
76,하이 타이,2017년 3월,대구에서 가장 정통 태국 음식 휴가 동안 태국에서 먹는 음식은 맛있는 것 같은. 훌륭한 서비스와 음식이 그냥 앉아 주문을 할 수 있는 지. 우리는 음식을 매우 빠르게 제공됩니다. 이 작은 작은 곳이지만 포장 하고 기다려야 합니다 기다린 보람이 ohhh! 지금까지 가장 정통 태국 음식 skorea!,5.0,대구 중구 공평로 53,1
77,하이 타이,2017년 1월,"훌륭한 음식 추가할 아무것도 없어. 음식은 맛있고, 식사 공간은 작지만 대기할 수 있고 또는 가치가 있어.",5.0,대구 중구 공평로 53,1
78,하이 타이,2017년 2월,"Yummmm 맛있는 음식, 좋은 서비스! 저는 너무 분위기! 하고 가정적인! 이 보석같은 식당 중구 다운타운. 강력히 추천합니다!",5.0,대구 중구 공평로 53,1
79,하이 타이,2017년 2월,"작고 멋진 곳 친구들과 함께 갔는데 기대가 더 큰 곳, 하지만 아주 작은 서 있었습니다. 음식도 정말 좋았습니다. 태국 음식이 맛 에 들어와. 저는 대구에 살아 자주 할 것입니다.",5.0,대구 중구 공평로 53,1
80,하이 타이,2016년 10월,맛있는 태국 음식 작지만 좋은 곳. 직원들은 정말 친절하고 음식도 맛있다! 정말 정통 태국 음식. 귀여운 인테리어와 아늑한 분위기!,5.0,대구 중구 공평로 53,1
