address,category,date,is_foreigner,lat,lng,name,reviews,stars
대구 동구 팔공산로185길 51,, 2018년 12월,0,128.6948362,35.9909143,팔공산케이블카,"대구의 랜드마크 팔공스카이라인대구의 1번째 산은 팔공산!!! 팔공산의 랜드마크는 동화사,갓바위,스카이라인~ 약 1,000고지까지 케이블카를 타고 갈수 있어 동봉이나 서봉에 오르기도 편안하답니다~",5.0
대구 동구 팔공산로185길 51,, 2019년 6월,0,128.6948362,35.9909143,팔공산케이블카,"죽임!입장료는 10,500원이고 동화사 방문한 사람은 그 가격만큼 할인 적용이 된다. 우선 타고 올라가는데 길이가 꽤 되며 처음에 올라갈때 생각보다 고도가 높아서 무서웠음 하지만 시간이 지나니까 은근히 스릴 있어서 신났었음 ",5.0
대구 동구 팔공산로185길 51,, 2018년 10월,0,128.6948362,35.9909143,팔공산케이블카,"하늘 정원 가는 길팔공산 케이블카는 남녀노소, 누구나 갈 수 있는 곳이라 좋아요. 특히 케이블카를 타고 올라가면 하늘 정원에 소원바위, 코끼리 바위가 있고 밤이면 대구야경을 볼 수 있어요. 특히 단풍철이면 그 풍광이 넘 멋지답니다.",5.0
대구 동구 팔공산로185길 51,, 2018년 3월,0,128.6948362,35.9909143,팔공산케이블카,등산은 싫지만 올라가보고 싶을때...이용객이 그렇게 많지 않은듯 해서 많이 기다리지 않고 탈수 있어 좋음. 올라가서 전망대? 휴게소? 에서 파전에 동동주 조합으로 간단히 먹고 둘러보다가 내려 오기 좋은곳.,4.0
대구 중구 달구벌대로450길,, 2018년 10월,0,128.6072232,35.8612413,김광석 길,밤에 가면 더 화려한 김광석 거리낮에 가면 좀 어설퍼 보이는데 밤에 가보니 젊은이들과 장사꾼들 화려한 조명으로 감정이 들떠 흥분되는 거리다. 광장에서 키타를 치고 노래를 부르는 젊은이들로 김광석씨가 살아있는 느낌이다. 그러나 장사꾼들이 너무 많아 상업적인 냄새가 난다. 좀 더 문화적인 풍경을 만들었으면 했다.,4.0
대구 중구 달구벌대로450길,, 2019년 6월,0,128.6072232,35.8612413,김광석 길,장사치들로 가득한 상업화 거리상업화의 끝판왕  블로그에서나 보던 낭만적이고 음악이 흘러나오는 거리에서... 중국인과 한국인 관광객을 사로잡는 호객행위와 난잡한 가판대로 오염된 곳  예전의 그 멋은 전혀 없다 오로지 장사꾼과 길거리음식 불량식품 사진촬영 오락실로 도배된 거리  그저 지나가다가 한 번 들리고 말아야 할 곳... 주말이라 그런지 몰라도 정말 상상이상으로 중국인 관광객이 많았던 그런 곳..  길거리에는 오락실과 뽑기 불량식품 그리고 인생네컷이라 불리우는 즉석사진으로 도배되어있다  거리 가운데 작은 소공연장에서는,3.0
대구 중구 달구벌대로450길,, 2018년 11월,0,128.6072232,35.8612413,김광석 길,동네놀이터같은편안함규모가 크면 피로감이 많이 쌓이는데 그렇지 않아서 더 좋다 옛추억이 새록새록 떠오르기도하고 막걸리 한잔도 생각난다 소담하고 따뜻한 거리,4.0
대구 중구 달구벌대로450길,, 2019년 4월,0,128.6072232,35.8612413,김광석 길,노래들으며 걷는 길조금은 쌀쌀한 날씨였지만 저녁의 김광석거리는 낭만적이었어요.  버스킹도 많고 이쁜 카페덕분에 여행기분 났어요^^  길거리 쇼핑거리도 있어요,5.0
대구 중구 달구벌대로450길,, 2019년 3월,0,128.6072232,35.8612413,김광석 길,부모님도 만족하는 관광코스대구 내려가서 시간이 떠서 마땅히 갈 곳을 찾다가 방문했는데 재밌는 벽화 사진존도 많고 시장쪽에 맛집도 있어서 알찬 시간 보내다 왔어요ㅎ,4.0
대구 남구 앞산순환로 574-116,, 2019년 1월,0,128.5890545,35.8289965,앞산공원,대구 시내가 한눈에 들어오는 앞산!등산은 별로 좋아하지 않아서 고민없이 케이블선택! 케이블이 저녁늦게까지 운행해서 저녁야경보러올때 좋아요 >♡<  미세먼지때문에 답답한 요즘 속이 뻥뚫려요!,5.0
대구 남구 앞산순환로 574-116,, 2018년 10월,0,128.5890545,35.8289965,앞산공원,힐링이 되는 곳이에요^^동네 근처라 한번씩 산책하곤 하는데 몇년전에 혼자 등산을 한 적이 있어요~~ 저절로 힐링이 되고 피톤치드도 쐬고~~ㅎㅎ 정상 올라기전 케이블카 타는 곳에 커피명가 있으니 휴식하심 좋아욧,5.0
대구 남구 앞산순환로 574-116,, 2018년 7월,0,128.5890545,35.8289965,앞산공원,등산은 말리고 싶다..생각보다 경사져서 등산은 조금 ... 대신 케이블카 있으니 그거 타고... 야간되는 시즌엔 야간에 가서 야경보고... 근처에 카페 많으니 쉬면서 차 한잔 하면 좋을듯,4.0
대구 남구 앞산순환로 574-116,, 2017년 11월,0,128.5890545,35.8289965,앞산공원,"등산하기 좋습니다.성인 걸음으로 정상까지 왕복 3시간 정도 걸립니다. 가을, 겨울동안 등산을 자주 다녔는데요. 등산하기 참 좋은 산이라는 생각이 듭니다. 케이블카 도착위치에 있는 휴게소겸 음식점은 이름은 생각나지 않지만 보통의 산에 있는 식당에 비해 음식이 훌륭한 편입니다. 묵밥이나 비빔밥을 즐겨 먹었습니다.",4.0
대구 남구 앞산순환로 574-116,, 2018년 1월,0,128.5890545,35.8289965,앞산공원,새해 첫날 올라가는 곳전망이 좋아서는 모르겠고 새해에 첫 해 보러 가는 장소. 올라갈때 힘드니까 케이블카타고 올라가는게 좋음. 꼭대기부근에 오뎅사먹는곳 있음.,3.0
대구 중구 큰장로26길 45,, 2019년 2월,0,128.580781,35.8688986,서문 시장,"서문시장서문시장 먹으러간다  칼국수,수제비, 얼큰수제비 맛있다 지하상가쪽엔 다른 분식류도 많이팔고  양념오뎅도 맛있고 오뎅시식도준다",4.0
대구 중구 큰장로26길 45,, 2018년 10월,0,128.580781,35.8688986,서문 시장,국수골목에서 싸고 맛있게 먹어 보자서문시장은 먹거리도 많고 옷도 싸게 판다. 옷은 잘 골라야 한다. 엄청크고 넓어서  구경하는데도 시간이 걸린다. 먹자 골목에서 맛보기로 조금씩 음식을 사 먹어 보는것도 재미있다.  대구는  국수도 유명하다. 서문시장의 국수는 담백한 맛이다.,4.0
대구 중구 큰장로26길 45,, 2019년 5월,0,128.580781,35.8688986,서문 시장,"기분 좋게 해주는 전통시장전통시장은 아다시피 먹거리도 다양하고 싸서 좋고, 볼거리,  쇼핑할 거리가  많아  심심하거나  인간시장 , 즉 역동적인 삶을 구경하고 싶을때 , 시간 보내기에 딱  안성마춤이다. 아니, 구경하다 보면 후딱 시간이 너무  잘 간다.   trendy 하다고 할까 ? 요즘  유행하는 옷을 싼 가격에 살수 있어  매력적이다.  때로는 친구들과 같이 가방도 맞추러 가고 , 또 어떤때는  사온 옷을  바꾸러 가기도 좋은 것이 지상철 3호선도 있고, 버스도 많은 것이 대중교통이 더 빠르고  편리하다.",5.0
대구 중구 큰장로26길 45,, 2019년 4월,0,128.580781,35.8688986,서문 시장,서문시장여기저기 볼거리가 많다 건어물시장 음식시장 의류시장등  다양한제품 및 눈요기 거리가 많다 밤에는 야시장도 열린다 가봐라,4.0
대구 중구 큰장로26길 45,, 2019년 3월,0,128.580781,35.8688986,서문 시장,서문야시장사람이 너무 많아서 좀 기다려야 하기는 했지만 재밌는 경험이었습니다. 음식도 맛있고 재미 있는 야시장 경험이었습니디ㅏ.,5.0
"대구 Dohak-dong,Dong-gu",, 2018년 8월,0,128.7138793,35.9892801,동화사,최고의 힐링마음이 참 편안해지는 곳이다. 4계절 언제가도 자연이 예쁜곳. 날씨가 더 좋을 때 가면 산책하기 참 좋다. 천천히 걸으며 물소리를 듣고 푸른 자연을 보고 있으면 세상행복하다.,5.0
"대구 Dohak-dong,Dong-gu",, 2018년 7월,0,128.7138793,35.9892801,동화사,"산책대구에서 가장 큰 사찰이지만, 영화 세트장 같이 번쩍거리는 새 건물들에서는 어떠한 종교적 감정도 들지 않는다.  팁 일주문을 지나면 동화사 옛길로 올라갈 수 있는데 걷기에 아주 좋다",1.0
"대구 Dohak-dong,Dong-gu",, 2018년 6월,0,128.7138793,35.9892801,동화사,풍경좋은 사찰친구들이나. 외국분들과 함께 가기에 좋은 사찰입니다.  그러나 입장료가 너무 비싸다는 단점이 있습니다.  그것 외에는 사찰 내 길이나 분위기 모든것이 좋은 곳입니다,4.0
"대구 Dohak-dong,Dong-gu",, 2018년 3월,0,128.7138793,35.9892801,동화사,대구에서 가장 유명한 절입니다.동화사는 대구에서 유명한 유명한 절입니다. 이 절은 적극 추천입니다. 한마디로 강추입니다.,5.0
"대구 Dohak-dong,Dong-gu",, 2017년 7월,0,128.7138793,35.9892801,동화사,"대구 방문하면 꼭 들려야 할곳대구의 사찰중 가장 큰곳 팔공산과 그 주위의 암자들은 꼭 방문해야 할곳이다. 고려 왕건의 이야기와 더불어 도로명 지명 바위이름 (일인석,오인석),신숭겸 유적지 등 대구는 고려왕건과 견훤사이의 전투와 관계된 지명과 암자들이 많다",5.0
대구 중구 달성로22길 31-12,, 2019년 7월,1,128.5845613,35.8755076,대구예술발전소,대구 아트 팩토리 창조적 인 위치대구 아트 팩토리는 휴식을 취하고 예술 체험을 즐기는 곳입니다! 이곳은 완벽한 Instagram 사진을 제공하기 위해 보장됩니다.,5.0
대구 중구 달성로22길 31-12,, 2019년 7월,1,128.5845613,35.8755076,대구예술발전소,대구에서 신기한 시간대구에서 발견 된 매우 아름답고 독특한 아트 갤러리! 나는이 멋진 모든 인스 타 그램을 발견하게되어 매우 기뻤습니다. 아트 팩토리 주변의 가치있는 장소 ^^ 그곳으로 향하기 전에 휴대 전화를 충전해야합니다.,5.0
대구 중구 달성로22길 31-12,, 2019년 8월,1,128.5845613,35.8755076,대구예술발전소,아이코닉 자이언트 문 사진 영역당신의 마음의 내용을 볼 수있는 약 5 개의 레벨의 전시장이 있습니다! 1 층에 카페가 있으므로 음료에 대해 걱정하지 마십시오. 서명 + 상징적 인 거대한 달을 확인하는 것을 잊지 마십시오! ! ! (아래 비디오에서 어떻게 보이는지 확인하십시오)  Instagram @xuantravelogue에서 내 비디오를 확인하십시오.,5.0
대구 동구 팔공산로185길 51,, 2018년 10월,0,128.6948362,35.9909143,팔공산케이블카,한번쯤 타기 좋은 팔공산케이블카가격이 그리 저렴한 편은 아니지만 그래도 팔공산에 오면 한번쯤은 타보기 좋은 케이블카. 등산으로 걷는 것을 좋아하지 않는 사람이라도 팔공산의 탁트인 전경을 볼 수 있다. 가을에 단풍들때 타 보면 아름답다.,4.0
대구 동구 팔공산로185길 51,, 2018년 6월,0,128.6948362,35.9909143,팔공산케이블카,케이블카를 안타보았다면 추천 아니면...케이블카를 단 한번도 타보지 않으셨다면 타보시거나 아니면 팔공산을 가고싶지만 등산을 하기 싫다면 올라가보시는 것이 좋습니다. 저는 감흥이 없었어요,3.0
대구 동구 팔공산로185길 51,, 2017년 7월,0,128.6948362,35.9909143,팔공산케이블카,굿굿굿대구에 앞산/팔공산 케이블카 있는데 둘다 괜찮은 것 같아요 이전에 구매했던 표 가지고 가면 할인해주곤 했는데 확인해보시고 가세요,3.0
대구 동구 팔공산로185길 51,, 2017년 11월,0,128.6948362,35.9909143,팔공산케이블카,가을엔 특히 좋은곳팔공산은 대구 경산의 상징이자 주산입니다 특히 동화사와 갓바위란 유명한 사찰이 있어 사시사철 사람들이 많이 붐비는 산입니다. 보통 팔공산을 가면 등산을 하는데 가을엔 꼭 한번은 케이블카를 이용하여 산을 올라갑니다. 아름다운 단풍과 높은 하늘에 어우러진 팔공산을 케이블카에 바라보며 올라가면 더할 나위 없이 좋더군요.이번 11월초에도 케이블카를 탔었는데 요금이 아깝지 않을정도로 경치가 아름다웠습니다. ,4.0
대구 동구 팔공산로185길 51,, 2017년 2월,0,128.6948362,35.9909143,팔공산케이블카,"풍경 보기 좋은 곳생각보단 짧은 거리의 케이블카였지만, 그래도 팔공산 꼭대기에 올라가서 내려다본 대구의 전경은 멋있었음",4.0
대구 달성군 다사읍 강정본길 57,, 2017년 8월,0,128.4683413,35.8385261,디아크,"활동적이라면 낮에, 아니라면 밤에 ㄱㄱ장소가 넓어 자전거 대여해서 활동하기 좋음. 사람들이 주로 넓은 광장이랑 다리쪽에서만 노는데 서쪽으로 비포장 자전거 길 있다는걸 잘 모름. 때를 잘 맞추고, 밤에 가면 주변 조각물들과 디아크 건물이 빛을 뿜어냄. 그 주변에서 한바퀴 돌며 산책하는걸 추천하고, 건물 내부는 실망할거니까 들어가지 말길.",4.0
대구 달성군 다사읍 강정본길 57,, 2017년 11월,0,128.4683413,35.8385261,디아크,날씨 좋을때 아이들과 편히 갈수 있는곳제목처럼 날씨 좋을때 아이들 뛰어놀기 좋은곳. 음식 반입 제한이 없다는 것이 장점이지만 음식을 판매하는곳이 별로 없다는 상반된 단점이 있음. 너무 햇살이 강한날은 쉴만한 그늘이 없다는 것도 단점임. 하지만 별 제약 없이 아이들이 놀수 있는 공간인것만 해도 가족 나들이로 좋은 장소라 생각함.,4.0
대구 달성군 다사읍 강정본길 57,, 2017년 10월,0,128.4683413,35.8385261,디아크,바이크 타기 좋아용 ㅋㅋ날씨 좋은 날 친구들이랑 가서 바이크 타기 좋아요 ㅋㅋ 다만 대중교통이 조금 불편하여 차가 없으면 불편해요,4.0
대구 달성군 다사읍 강정본길 57,, 2017년 11월,0,128.4683413,35.8385261,디아크,"대구 디아크대중교통보단 자가용이나 자전거를 타러 가기 좋은 곳이다. 그늘이 없는 것이 흠이지만, 텐트를 치거나 야영을 하기에 괜찮은 곳이다. 디아크 내부도 돌아볼 수 있게 되어 있지만, 콘텐츠는 조잡한 편이고. 방문시 카페는 공사중이었다.",4.0
대구 달성군 다사읍 강정본길 57,, 2017년 11월,0,128.4683413,35.8385261,디아크,"시원하고 주변 환경과 전망이 좋아요조금 대중교통으로 접근하는것이 불편한점 빼고는 주변 환경과 전망이 좋아요. 여름에는 강바람이 시원하고 겨울에도 나름 운치가 있습니다. 특히 특이한 건물은 몰만 하구요, 실내 시설물고 나름 괞찬게 꾸며져있습니다. 주변에는 때때로 미술및 여러전시회가 열려 더욱 의미가 있더군요. 요금도 없고, 강변산책하기도 좋은 곳입니다. 아 디아크 꼭대기에서 바라보는 전망도 좋고, 야간에 조명받은 디아크도 볼만합니다.",4.0
대구 달서구 두류공원로 200,, 2017년 4월,0,128.5634167,35.8540248,83 타워,봄에 최고죠벚꽃 필 때 걷기 정말 좋은 명소  흐드러지게 핀 벚꽃길을 올라가기 좋음  다만 오르막길이라 주의,4.0
대구 달서구 두류공원로 200,, 2017년 8월,0,128.5634167,35.8540248,83 타워,"꼭 한번은 가 볼만한 낭만적이고 분위기 있는 장소입니다.우방그룹소유였다가 부도가 나는 바람에 자금은 이랜드그룹으로 소유가 넘어가면서 이월드로 명칭도 바뀌고 우방타워도 83타워로 명칭이 바뀌었습니다. 가장 꼭대기층이 압권인데, 전망대 겸해서 유명한 레스토랑이 입점해 있죠.  가만히 자라에 앉아 있으면 바닥이 조금씩 돌아가는 구조로 되어 있어 앉은자리에서 대구의 야경을 즐길 수 있습니다.  좀 비싸긴 하지만 멋진데이트의 시간이 보장되는 대구에서 몇군데 안되는 좋은 곳 입니다.",4.0
대구 달서구 두류공원로 200,, 2017년 2월,0,128.5634167,35.8540248,83 타워,"한 번쯤은 가볼만함대구 토박이 친구의 안내로 가 보게 된 83 타워. 서울의 남산타워도 제대로 안 올라가봤는데, 관광이라는 명목으로 올라가 보게 되어씀. 가격이 조금 비싼 듯 하지만, 한 번쯤 올라가서 대구 시내 구경하기엔 좋은듯",3.0
대구 달서구 두류공원로 200,, 2017년 7월,0,128.5634167,35.8540248,83 타워,이월드로 바뀌고 나서는 한번도 안가봐서 모르겠다.마지막으로 방문한게 우방타워랜드 주인이 이스라엘 사람이었을때였지 싶다. 대구의 어쩌면 유일할 수도 있는 제대로 된 놀이기구가 즐비한 곳으로 기억한다. (수성랜드는 오래된 어린이 놀이기구가 즐비),3.0
대구 달서구 두류공원로 200,, 2017년 1월,0,128.5634167,35.8540248,83 타워,대구를 한눈에 보고싶다면~!대구에 친척이 놀러왔었는데 대구를 보여주고 싶어서 83타워에 올라갔습니다~^^ 세계 유명 타워들 그림속에 83타워가 자리잡고 있어서 뿌듯했어요~~ 아이스링크장도 있고 유로지움 전시회도 한답니다~,4.0
대구 중구 달구벌대로450길,, 2019년 3월,0,128.6072232,35.8612413,김광석 길,소소하게 볼거리 많은 곳크지않은 공간이지만 설치물이나 벽화도 있고 소소하게 볼거리가 많습니다. 그리고 인근시장에 맛있는 족발이나 부침개 식당도 있으니 친구나 연인들과 방문하기 좋습니다.,5.0
대구 중구 달구벌대로450길,, 2019년 2월,0,128.6072232,35.8612413,김광석 길,구경할개 많음관광객들이 다니기 좋은 구경할곳이 많은 거리 상점이 아기자기하고 김광석 노래도 나오고 사진찍기도 좋은 곳이 많다 구경하기 좋음,4.0
대구 중구 달구벌대로450길,, 2018년 8월,0,128.6072232,35.8612413,김광석 길,음악이 항상 흘러나와김광석을 모르고 가더라도 운치가 있고 음악이 계속나와 즐거운곳. 길마다 버스킹 공연도 많으며 카페도 많아서 다니다 힘들면 쉴수있음,4.0
대구 중구 달구벌대로450길,, 2019년 1월,0,128.6072232,35.8612413,김광석 길,김광석 노래를 흥얼거리며 가사를 음미하는 곳 김광석의 노래가 거리마다 흘러나오며 찬찬히 벽화에 그려진 노래의 가사를 음미하면 좋은 곳! 맛있는 간식들도 팔고 예쁜 카페도 있는곳! 그런데.. 골목이 너무 좁은데 사람은 많아 복닥거리는 곳ㅠ,5.0
대구 중구 달구벌대로450길,, 2018년 12월,0,128.6072232,35.8612413,김광석 길,이것저것 보는 재미일단 벽화들이나 설치된 조형물들이 많고 다양해서 눈요기거리로 좋습니다 ㅎㅎ 먹을 것도 중간중간 사먹을 수 있고 사진찍기 좋아요!,4.0
대구 중구 큰장로26길 45,, 2019년 1월,0,128.580781,35.8688986,서문 시장,먹을거리 가득찬 서문야시장사람들로 북적이는 낮 같은 서문야시장~ 닭강정. 곱창볶음. 삼겹살. 아이스트림 등등 다양한 먹거리들로 가득찬 곳! 간단한 간식도 좋고 식사로도 좋은 곳! 가끔 공연도 있어서 재미있게 구경해요!,4.0
대구 중구 큰장로26길 45,, 2018년 10월,0,128.580781,35.8688986,서문 시장,대구대표시자장일단 가보시면 너무 넒어서 사람구경 물건구경 음식구경 실컷 하다옵니다. 주차는 비추구요 지하철역 바로앞이니 편하세 대중교통 이용하세요 야시장도 맛난군것질거리가 많아요,3.0
