names,reviews,stars,category,date,address,lat,lng
이월드,불빛축제 짱이뽀여,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,실내에 아이들 데리고 갈 수 없은 이 시기에.. 좋았음^^ 근데 손소독을 했다 안했다 하더라구요.ㅜ,4,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,야외에서 마스크쓰고 있으면서 크리스마스 분위기내고싶었어요 ㅠㅠ 미리 예매하고가서 편했어요@ 네이버 예매하고 가면 핫팩이나 산타모자도 줍니다. ^ ^ 꼭 받으시고 거리 유지하시고 안전하게 다녀오세요~,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 좋아요 원래 좋은줄알았는데 코로나만 아니였음 더 좋았겠네요,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,지금시기에 가는건 미련할수도있지만 특가로 자유이용권도 싸고 사람도 별로없어서 1시간씩기다리던 기구들 10분에 한번씩탈수있어좋았네요,4,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,빛축제 예쁘고 서비스 좋아서 재미있게 놀다 갑니다,4.5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,저렴하게 잘 다녀왔어요!,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,사람없어서 더 좋았어요 허리케인 못탄건 좀 아쉽네요 ㅎㅎ,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,행복한 크리스마스?,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,크리스마스에 아주 만족스러웠어요^^ 여자친구랑 경주에서 다녀왔는데 새로운경험이었네요,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,저렴하게 잘 다녀왔어용,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,아이가 오랜만에 가서 너무 즐겁게 놀다왔어요,5,테마파크,2020.12.25,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,잘 놀다왓어용,4.5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 잘놀다왔어요,5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,저렴하게 잘 다녀왔어요! 코로나 때문에 ㅠ 안에서 먹진 않았지만 구경할게 많아서 좋네요 ㅎㅎ,5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,티켓이 바로 결제 취소되고 좋네요 ㅎㅎㅎㅎ 쿠팡같은경우는 결제하면 바코드가 몇분뒤에오는데 네이버예약은 바로 결제하는순간 바코드가 떠서 굿굿,5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밌게 잘 놀고갑니다,4.5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밋었어요!,4.5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,야간에 갔는데 사실 꼬마아이들이 가는 목적이 기구를 타는 것에 초점이라면 성인분들은 기구를 타는 것 또는 사진을 찍는 것이 주요 목적인데 저는 사진에 초점을 뒀고 83빌딩에서 사진 찍는데 유리창에 비춰지는 전등빛 굴절 때문에 도시 사진 찍기가 힘들었고 이월드 내부에서는 한적해서 그나마 사진찍기 좋았어요. 어릴적 느낌은 안들고 뭐랄까 가격 대비 손해 본 느낌이 들었어요.,3,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,운행 안하는 놀이기구도 있어서 아쉬웠지만 재밌었어요!! 뽕 뽑고 갑니다 ㅎㅎ,4.5,테마파크,2020.12.24,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,운행안하는것이 많아 아쉬웠어요 눈썰매도 안하고,2,테마파크,2020.12.23,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무조용해서 아쉬워요.코로나 끝나라!,4.5,테마파크,2020.12.21,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,남사친이랑 너무 재밌게 놀다왔어요.,5,테마파크,2020.12.21,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,맛있었어요 특히 스테이크 짱!!,4,테마파크,2020.12.20,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,5,테마파크,2020.12.20,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,5,테마파크,2020.12.20,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,#이월드 #주차장,5,테마파크,2020.12.20,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,직원분들 친절하고 이용객 수는 적지만 너무 깨끗해요 정말 떨어진 쓰레기하나없을정도. 그리고 바로바로 탑승가능. 놀이기구 입장하기 전에 손잡이 잡은곳 소독도 매번 하더라구요 아이도 좋아하고 재밌었어요,5,테마파크,2020.12.20,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밌게 놀다갑니다~,5,테마파크,2020.12.20,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,춥다~!,4.5,테마파크,2020.12.19,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,굿,5,테마파크,2020.12.19,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,볼거리는 많은데 간날 롤러코스터류가 운영을 안해서 너무 아쉬웠어요 별빛축제 보러가고싶은분들은 추천드려요,4,테마파크,2020.12.19,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,편리해요,5,테마파크,2020.12.17,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,ㅎㅎ,5,테마파크,2020.12.17,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,ㅡㅡ,3,테마파크,2020.12.17,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,4.5,테마파크,2020.12.15,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,조ㅗ아요또거고싶어요,4,테마파크,2020.12.15,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋았어요 근데 식당은 많이 안하네요,5,테마파크,2020.12.15,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 재미있었어요 ^^~~~,5,테마파크,2020.12.15,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 맛있게 잘 먹었네요 ㅎㅎ,5,테마파크,2020.12.14,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,암만 코로나 시국에 사람없어서 수익 안나도 그렇지 부메랑 카멜백 후룸하이드 등 뭐 왠만한 주요 놀이기구들 운행 안해버리면 자유이용권 사서 들어간 사람은 뭐가 되나요?,1.5,테마파크,2020.12.14,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,즐거웠어요.,5,테마파크,2020.12.13,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 재밌고 좋았어요 너무추웠지만 ㅠㅠ 추워서 그런지 사람도 별로 없고 눈치게임 대성공 ㅎㅎ 야간으로 가니까 너무너무 이쁘고 싸게 잘 놀다 온거 같아요 ㅎ 줄 하나도 안서고 타고 싶은거 다 탔서용 ㅎㅎ,5,테마파크,2020.12.13,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요 얼어죽어요,5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밌어요,5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아좋아좋아좋아좋아,5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,굿,5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,조아요,4,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,넘나 좋았어용추천해요,5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,저녁에 가야 꿀,5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,굿,4.5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,입장권이 많이 비싸졌어요ㅜㅜ,4,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밋었어요,4,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,이전에도 2번 가고 이번에도 기대하고 갔는데 지난번 갔을때 보다 조명을 훨씬 덜 설치한거 같아요 기분탓이라 생각했는데 지난번 찍은 사진이랑 비교해보니 차이가 확났음 ㅠㅠ 코로나로 사람은 많이 없었는데 좀 실망했습니다..,2.5,테마파크,2020.12.12,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,조아요,4,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,????,5,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,깔끔하고 친절해서 아주 좋더군요.,5,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,7시도 안 되서 문을 닫은 게 많았지만 아이와 엄마 아빠가 함께 걷고 사진찍으니 참 좋아요 다음엔 타워에 가보려구요,4.5,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,매우만족합니다,5,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,저렴하게 다녀올 수 있어서 좋았어요 코로나 땜에 무섭긴 했는데 사람도 별로 없어서 저렴한 가격에 잘놀다왔습니다 야간권을 인당 2만원도 안되는 가격으로 갈 수있단게 좋았고 다음에는 83타워 가야겠네요,4,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,넘나리 좋다리 누ㄴ치게임 성공ㅎㅎㅎ,5,테마파크,2020.12.11,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,4.5,테마파크,2020.12.10,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,두번째 공차 방문 밀크티 넘맞나요~,5,테마파크,2020.12.10,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,코로나라서 안하는 놀이기구가 너무 많아서 실망이였어요 하지만 사람도 없어서 놀이기구는 하나도 안기다려서 좋았어요 반짝반짝 예쁘고 야경도 보고 좋은 추억 만들고 왔습니당 ????,4,테마파크,2020.12.10,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,사람이 많이 없어서 기다리는것도 없고 야간권인데도 충분히 다 탈수있었습니다! 사진스팟도 곳곳에 있어서 사진도 남기고 잘놀고왔습니다^^,4.5,테마파크,2020.12.10,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,최고입니다.,4.5,테마파크,2020.12.09,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,자유이용권을 저렴하게 구입하고 재밌게 잘 놀다왔네요~~ 별빛축제라 밤에 야경도 예뻤구요~~ 놀이기구마다 계시는 직원분들도 굉장히 친절하셔요~~ 코로나때문인지 사람이 별로없어서 놀이동산을 통째로 빌린듯한 느낌도 들었어요 ㅎㅎ 다만 아쉬운건 군데군데 타임별로만 운행을 하는곳도있고 빨리끝난 기구도 있어서 좀 아쉬웠네요~~ 그래도 만족하고 잘 놀다왔어요~^^,5,테마파크,2020.12.09,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,매우만족합니다~^^,5,테마파크,2020.12.09,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,3.5,테마파크,2020.12.08,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,쌀쌀한 날씨에 따뜻하게 잘 마시고 왔습니다.,5,테마파크,2020.12.08,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,공차는 사랑이쥬~오늘은 추우니깐 따뜻하게~,5,테마파크,2020.12.08,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,오랜만에 방문인데 이쁘고 좋았습니다!,5,테마파크,2020.12.08,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,조아효,4.5,테마파크,2020.12.06,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요: ) 숲놀이터에 동물농장까지!! 즐거운 놀이기구도 좋아요^^,4.5,테마파크,2020.12.06,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,야간에 갔는데 사람이 없는건 좋았지만 메가스윙이랑 허리케인이 운행안하는건 슬펐어요ㅠㅠ,4,테마파크,2020.12.06,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,4.5,테마파크,2020.12.05,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요. 재미있어요,5,테마파크,2020.12.05,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,맛있어요,4,테마파크,2020.12.05,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,빛 이뻐요,4.5,테마파크,2020.12.05,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 이쁘고 값진 경험을 했어요,5,테마파크,2020.12.05,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,야간으루 가긴햇는데 다이용할수도없고 솔직히 돈아까워요 빛축제라해서 이쁘긴한데 결론은 돈아까움 놀이기구도 운행안하고 아직 시간남았는데 ..,1,테마파크,2020.12.04,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,11시에 개장이래서 갔더니 놀이기구는 운영도 안하고 성인이 탈만한 놀이기구는 다 오후2시 30분에 운행하고 정말 형편없었습니다... 차라리 돈 좀 더주고 경주월드를 갈것같습니다 제발 가지마세요... 정말 이월드가 아니라 공원이라고 생각될 정도입니다,0.5,테마파크,2020.12.04,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,3.5,테마파크,2020.12.03,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,눈치겜성공,5,테마파크,2020.12.03,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,띵호아,5,테마파크,2020.12.03,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,다 운휴중,2.5,테마파크,2020.12.03,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,친절해요,4,테마파크,2020.12.02,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,직원분들 친절하십니다 그런데 점검 때문에 못타는 기구가 많네요;,4,테마파크,2020.12.02,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,별빛축제맞춰서 왓는데 잼잇어요 급으로 오니 더 좋네요,4.5,테마파크,2020.12.02,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,오랜만에갔는데 런치점심먹었어요 먹을게...별로...없네요,2,테마파크,2020.12.01,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,엄청 재미있었습니당 나중에 또올게용,5,테마파크,2020.12.01,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,평일이라 사람이 거의 없어서 편하게 이용했어요,5,테마파크,2020.12.01,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,정 말 저렴히 알차게 잘 놀았습니다♡♡♡,5,테마파크,2020.12.01,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,메가스윙 재밌어요 별빛 축제도 너무 이뻐요,5,테마파크,2020.12.01,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,놀이공원 스낵은 꿀맛~,5,테마파크,2020.11.30,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,날이 추워서 사람없어 잘 놀다 왔어요,5,테마파크,2020.11.30,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밌었어용~~~??,3.5,테마파크,2020.11.30,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,"탈 수 있는 놀이기구가 적기는 했지만, 대기 시간이 짧고 아이들도 너무 행복해 했습니다. 저녁이 되니 조명들도 너무 예쁘네요",4.5,테마파크,2020.11.30,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,물비싸요..천원..,0.5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밋엇어요,5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,빙상장너무재밋엇어요,4.5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재미있게 보내까,4,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,정말 즐거운하루엿습니다 ㅎ,5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋은 추억 남기고 갑니당 메가스윙 직원분의 말재주는 정말 국회로 .. ㅋㅋㅋㅋㅋ놀이기구는 무서웠지만 너무 웃겼어요 하늘이 맑을땐 메가스윙 타고 풍경 구경하는 것도 참 좋네요 ^_^ㅎㅎㅎ,5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,정말 재밌네요!ㅎㅎ,4.5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,조앗어요~~,4.5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,가족끼리왔어요,5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,재밌어요ㅎㅎ,5,테마파크,2020.11.29,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,"재밌어하고, 날도따뜻하고좋았어요",5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,주차장 이용~ 종일 3000냥도 좋고 타워 이용하고 무료도 좋아요.,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,저렴한 가격으로 잘 다녀왔습니다~,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,야간에 별빛축제로 사람이 많을 것 같아서 종일로 갔는데 사람도 별로 없어서 기다리지 않고 놀이기구 바로 탔어요! 그리고 기구 한 번 운행하고 끝나면 직원분들이 소독해주셨는데 번거로울텐데 너무 좋았고 감사했어요!,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 추웠지만ㅜㅜ 예쁘고 좋았어요,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,기구가 몇개 안 하는 것도 있어서 아쉬웠지만 알차게 잘 놀다왔어요홓ㅎ,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,여자친구랑 갔는데 너무 만족 행복 사랑 우정 희망,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,넘예뻐용 존잼ㅎㅎㅎ,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,너무 재밌고 좋았습니다ㅋ.,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,야경이 앞산수준입니다. 추천합니다,5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,친구들이랑 놀러가기 딱좋은 곳이에요,4.5,테마파크,2020.11.28,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,^^,5,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,.,5,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,배는 불러요 딱 놀이공원 피자 맛이에요,5,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,이월드 피자몰 맛있어요 !!,5,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋아요,4,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,점검중인 놀이기구로 많이 아쉬웠음 2개타고 그냥 사진만 남김 포토존이 좋아서 별적립,4,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,좋았는데 너무 추워서 날씨 좋을때 가는게 좋겠음,3.5,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
이월드,오랜만에 갔는데 너무 재밌었어요~~,5,테마파크,2020.11.27,대구광역시 달서구 두류동 산302-11,128.565732,35.8529009
